id,bookName,bookingSystem,region,cutTime,status,bookType,internalRiskControlFramework,fxTreatment,riskRelevant,pnlRelevant,description,bookOwnerId,costCenter,costCenterType,subDeskId,subdesk,subDeskType,deskId,deskCode,desk,deskRegion,deskCity,functionId,function,functionCat,segmentId,segment,areaId,area,groupId,group
821,PKOJ,Calypso,EMEA,Tokyo,Open,Prod,MarketRisk,DailySellDown,NotValid,Valid,,695956,165,costCentre_Y,83,FRFFPB,Misc,42,IZXAQC,UK FLOW SECURITIES TRADING,US,Paris,9,APAC Structured,Cat5,5,Credit,3,Commodities,1,IB
822,MGWE,MySys,EMEA,Tokyo,Open,Prod,MarketRisk,,NotValid,Valid,making for the capital the quantititve of mammoth capital of price relative ,460145,165,costCentre_Y,83,FRFFPB,Misc,42,IZXAQC,UK FLOW SECURITIES TRADING,US,Paris,9,APAC Structured,Cat5,5,Credit,3,Commodities,1,IB
823,VAQB,BBG,US,London,Open,Prod,MarketRisk,Other,Valid,NotValid,internal mammoth trading internal relative of price quantititve quantititve outside outside value ,578139,165,costCentre_Y,83,FRFFPB,Misc,42,IZXAQC,UK FLOW SECURITIES TRADING,US,Paris,9,APAC Structured,Cat5,5,Credit,3,Commodities,1,IB
824,HRON,ION,APAC,Tokyo,Open,Prod,CreditRisk,DailySellDown,NotValid,Valid,mammoth market for internal making internal outside ,497759,165,costCentre_Y,83,FRFFPB,Misc,42,IZXAQC,UK FLOW SECURITIES TRADING,US,Paris,9,APAC Structured,Cat5,5,Credit,3,Commodities,1,IB
825,WZMP,Calypso,US,London,Open,NonProd,MarketRisk,,Valid,Valid,the exotic industry book value industry the relative industry internal of for value capital book book the market ,886641,166,costCentre_B,83,FRFFPB,Misc,42,IZXAQC,UK FLOW SECURITIES TRADING,US,Paris,9,APAC Structured,Cat5,5,Credit,3,Commodities,1,IB
826,SAAJ,MX,US,London,Open,Prod,MarketRisk,NA,Valid,Valid,outside market trading making mammoth trading for market relative price ,132628,166,costCentre_B,83,FRFFPB,Misc,42,IZXAQC,UK FLOW SECURITIES TRADING,US,Paris,9,APAC Structured,Cat5,5,Credit,3,Commodities,1,IB
827,NORL,SwapsWire,US,HongKong,Open,NonProd,MarketRisk,NA,Valid,Valid,market capital industry price book ,451541,166,costCentre_B,83,FRFFPB,Misc,42,IZXAQC,UK FLOW SECURITIES TRADING,US,Paris,9,APAC Structured,Cat5,5,Credit,3,Commodities,1,IB
828,KHWT,MX,US,London,Closed,Prod,CreditRisk,MonthlySellDown,Valid,Valid,making relative for relative making book book making quantititve a a outside quantititve industry relative making ,919135,166,costCentre_B,83,FRFFPB,Misc,42,IZXAQC,UK FLOW SECURITIES TRADING,US,Paris,9,APAC Structured,Cat5,5,Credit,3,Commodities,1,IB
829,XVQV,LoanIQ,APAC,Tokyo,Open,Prod,CreditRisk,NA,Valid,Valid,,540282,166,costCentre_B,83,FRFFPB,Misc,42,IZXAQC,UK FLOW SECURITIES TRADING,US,Paris,9,APAC Structured,Cat5,5,Credit,3,Commodities,1,IB
830,BXTJ,Calypso,US,Tokyo,Open,Test,MarketRisk,Other,Valid,Valid,industry quantititve price relative exotic market book the industry the ,574876,167,costCentre_A,84,GJVCQP,Misc,42,IZXAQC,UK FLOW SECURITIES TRADING,US,Paris,9,APAC Structured,Cat5,5,Credit,3,Commodities,1,IB
831,ZCNP,Anvil,APAC,Tokyo,Open,Test,MarketRisk,MonthlySellDown,Valid,NotValid,market book book the price price book capital a price quantititve market internal value market exotic capital ,186490,167,costCentre_A,84,GJVCQP,Misc,42,IZXAQC,UK FLOW SECURITIES TRADING,US,Paris,9,APAC Structured,Cat5,5,Credit,3,Commodities,1,IB
832,LCVI,Anvil,EMEA,London,Open,Prod,MarketRisk,DailySellDown,Valid,Valid,quantititve market price a capital mammoth quantititve capital value ,249386,167,costCentre_A,84,GJVCQP,Misc,42,IZXAQC,UK FLOW SECURITIES TRADING,US,Paris,9,APAC Structured,Cat5,5,Credit,3,Commodities,1,IB
833,EEHT,BBG,APAC,NewYork,Open,Prod,NA,MonthlySellDown,Valid,Valid,value capital internal market of relative internal ,965091,167,costCentre_A,84,GJVCQP,Misc,42,IZXAQC,UK FLOW SECURITIES TRADING,US,Paris,9,APAC Structured,Cat5,5,Credit,3,Commodities,1,IB
834,BPWO,Calypso,US,Tokyo,Open,Prod,CreditRisk,NA,Valid,Valid,trading trading quantititve price for a trading exotic industry price relative exotic for ,180706,167,costCentre_A,84,GJVCQP,Misc,42,IZXAQC,UK FLOW SECURITIES TRADING,US,Paris,9,APAC Structured,Cat5,5,Credit,3,Commodities,1,IB
835,WUMZ,MX,US,HongKong,Open,Prod,MarketRisk,DailySellDown,Valid,Valid,,965852,168,costCentre_Y,84,GJVCQP,Misc,42,IZXAQC,UK FLOW SECURITIES TRADING,US,Paris,9,APAC Structured,Cat5,5,Credit,3,Commodities,1,IB
836,QUWC,LoanIQ,EMEA,London,Open,Prod,MarketRisk,MonthlySellDown,Valid,NotValid,a exotic making internal book exotic book market outside quantititve quantititve capital outside market for quantititve relative ,965779,168,costCentre_Y,84,GJVCQP,Misc,42,IZXAQC,UK FLOW SECURITIES TRADING,US,Paris,9,APAC Structured,Cat5,5,Credit,3,Commodities,1,IB
837,METC,Calypso,APAC,NewYork,Open,Test,MarketRisk,Other,NotValid,Valid,,278981,168,costCentre_Y,84,GJVCQP,Misc,42,IZXAQC,UK FLOW SECURITIES TRADING,US,Paris,9,APAC Structured,Cat5,5,Credit,3,Commodities,1,IB
838,WMTF,Calypso,US,NewYork,Open,Prod,MarketRisk,DailySellDown,Valid,NotValid,internal industry of internal trading internal internal a ,429860,168,costCentre_Y,84,GJVCQP,Misc,42,IZXAQC,UK FLOW SECURITIES TRADING,US,Paris,9,APAC Structured,Cat5,5,Credit,3,Commodities,1,IB
839,JJHP,MX,EMEA,London,Open,Prod,NA,NA,NotValid,Valid,for outside trading exotic of quantititve making price of making making quantititve the value book industry relative mammoth internal for ,172699,168,costCentre_Y,84,GJVCQP,Misc,42,IZXAQC,UK FLOW SECURITIES TRADING,US,Paris,9,APAC Structured,Cat5,5,Credit,3,Commodities,1,IB
840,EBRX,MySys,EMEA,NewYork,Open,Prod,MarketRisk,MonthlySellDown,Valid,Valid,,690009,169,costCentre_Y,85,JTDOQG,Strategic,43,VTOCXP,US CASH CREDIT MANAGEMENT,UK,Reading,9,APAC Structured,Cat5,5,Credit,3,Commodities,1,IB
841,FLQF,LoanIQ,EMEA,London,Closed,Prod,CreditRisk,Other,NotValid,Valid,industry market a making outside ,311488,169,costCentre_Y,85,JTDOQG,Strategic,43,VTOCXP,US CASH CREDIT MANAGEMENT,UK,Reading,9,APAC Structured,Cat5,5,Credit,3,Commodities,1,IB
842,JZTV,MX,APAC,HongKong,Open,Prod,CreditRisk,Other,Valid,Valid,book for capital market book trading outside quantititve of exotic ,861047,169,costCentre_Y,85,JTDOQG,Strategic,43,VTOCXP,US CASH CREDIT MANAGEMENT,UK,Reading,9,APAC Structured,Cat5,5,Credit,3,Commodities,1,IB
843,WUAM,Anvil,US,Tokyo,Open,Prod,MarketRisk,MonthlySellDown,NotValid,NotValid,quantititve exotic making internal mammoth relative of market ,397752,169,costCentre_Y,85,JTDOQG,Strategic,43,VTOCXP,US CASH CREDIT MANAGEMENT,UK,Reading,9,APAC Structured,Cat5,5,Credit,3,Commodities,1,IB
844,LZQC,MySys,US,HongKong,Open,Prod,MarketRisk,Other,Valid,Valid,capital value value mammoth exotic the ,427370,169,costCentre_Y,85,JTDOQG,Strategic,43,VTOCXP,US CASH CREDIT MANAGEMENT,UK,Reading,9,APAC Structured,Cat5,5,Credit,3,Commodities,1,IB
845,AJWW,Calypso,APAC,London,Open,Test,NA,MonthlySellDown,Valid,NotValid,quantititve outside value for making internal capital exotic ,485350,170,costCentre_Y,85,JTDOQG,Strategic,43,VTOCXP,US CASH CREDIT MANAGEMENT,UK,Reading,9,APAC Structured,Cat5,5,Credit,3,Commodities,1,IB
846,GHZR,MySys,US,NewYork,Open,Prod,NA,DailySellDown,Valid,Valid,relative capital mammoth mammoth exotic relative industry value industry value market trading quantititve value market capital ,935638,170,costCentre_Y,85,JTDOQG,Strategic,43,VTOCXP,US CASH CREDIT MANAGEMENT,UK,Reading,9,APAC Structured,Cat5,5,Credit,3,Commodities,1,IB
847,TWLW,MX,APAC,Tokyo,Closed,Prod,MarketRisk,MonthlySellDown,Valid,Valid,,286688,170,costCentre_Y,85,JTDOQG,Strategic,43,VTOCXP,US CASH CREDIT MANAGEMENT,UK,Reading,9,APAC Structured,Cat5,5,Credit,3,Commodities,1,IB
848,LLZP,Calypso,APAC,NewYork,Open,Prod,MarketRisk,MonthlySellDown,Valid,NotValid,market mammoth quantititve internal market exotic mammoth making trading book market for price capital value value market ,775860,170,costCentre_Y,85,JTDOQG,Strategic,43,VTOCXP,US CASH CREDIT MANAGEMENT,UK,Reading,9,APAC Structured,Cat5,5,Credit,3,Commodities,1,IB
849,DKLN,Anvil,US,Tokyo,Open,Prod,CreditRisk,NA,Valid,NotValid,industry of price trading of outside a exotic market industry a capital price market book a quantititve price for ,860380,170,costCentre_Y,85,JTDOQG,Strategic,43,VTOCXP,US CASH CREDIT MANAGEMENT,UK,Reading,9,APAC Structured,Cat5,5,Credit,3,Commodities,1,IB
850,KUFQ,ION,EMEA,NewYork,Open,Prod,CreditRisk,MonthlySellDown,NotValid,Valid,book mammoth trading making the value ,132529,171,costCentre_A,86,DKUVSM,Misc,43,VTOCXP,US CASH CREDIT MANAGEMENT,UK,Reading,9,APAC Structured,Cat5,5,Credit,3,Commodities,1,IB
851,IELN,MySys,US,Tokyo,Open,Prod,NA,NA,Valid,Valid,price making value mammoth book price a industry exotic market for quantititve internal outside exotic value book mammoth ,580038,171,costCentre_A,86,DKUVSM,Misc,43,VTOCXP,US CASH CREDIT MANAGEMENT,UK,Reading,9,APAC Structured,Cat5,5,Credit,3,Commodities,1,IB
852,UFIH,ION,EMEA,NewYork,Open,Prod,MarketRisk,MonthlySellDown,Valid,NotValid,value price market quantititve ,125556,171,costCentre_A,86,DKUVSM,Misc,43,VTOCXP,US CASH CREDIT MANAGEMENT,UK,Reading,9,APAC Structured,Cat5,5,Credit,3,Commodities,1,IB
853,EZIE,BBG,APAC,NewYork,Open,Prod,MarketRisk,MonthlySellDown,Valid,Valid,,946456,171,costCentre_A,86,DKUVSM,Misc,43,VTOCXP,US CASH CREDIT MANAGEMENT,UK,Reading,9,APAC Structured,Cat5,5,Credit,3,Commodities,1,IB
854,OZFZ,MX,US,London,Open,Test,MarketRisk,Other,Valid,Valid,,978011,171,costCentre_A,86,DKUVSM,Misc,43,VTOCXP,US CASH CREDIT MANAGEMENT,UK,Reading,9,APAC Structured,Cat5,5,Credit,3,Commodities,1,IB
855,BAVH,MX,EMEA,Tokyo,Open,Prod,MarketRisk,NA,Valid,NotValid,quantititve making quantititve a internal ,271884,172,costCentre_C,86,DKUVSM,Misc,43,VTOCXP,US CASH CREDIT MANAGEMENT,UK,Reading,9,APAC Structured,Cat5,5,Credit,3,Commodities,1,IB
856,PQHB,BBG,APAC,NewYork,Open,Prod,MarketRisk,NA,Valid,NotValid,outside market value outside a a for exotic exotic of the relative mammoth mammoth price ,808056,172,costCentre_C,86,DKUVSM,Misc,43,VTOCXP,US CASH CREDIT MANAGEMENT,UK,Reading,9,APAC Structured,Cat5,5,Credit,3,Commodities,1,IB
857,NWNT,Anvil,APAC,Tokyo,Open,Prod,MarketRisk,NA,Valid,Valid,industry quantititve exotic value for outside capital making capital capital ,410698,172,costCentre_C,86,DKUVSM,Misc,43,VTOCXP,US CASH CREDIT MANAGEMENT,UK,Reading,9,APAC Structured,Cat5,5,Credit,3,Commodities,1,IB
858,TRGO,LoanIQ,EMEA,HongKong,Open,Prod,MarketRisk,,NotValid,Valid,value a capital market market internal capital price outside market the of exotic price market mammoth price outside exotic internal ,420531,172,costCentre_C,86,DKUVSM,Misc,43,VTOCXP,US CASH CREDIT MANAGEMENT,UK,Reading,9,APAC Structured,Cat5,5,Credit,3,Commodities,1,IB
859,PIKP,MySys,EMEA,HongKong,Open,Prod,MarketRisk,NA,Valid,NotValid,,579678,172,costCentre_C,86,DKUVSM,Misc,43,VTOCXP,US CASH CREDIT MANAGEMENT,UK,Reading,9,APAC Structured,Cat5,5,Credit,3,Commodities,1,IB
860,LNDH,MX,US,HongKong,Open,Prod,CreditRisk,NA,Valid,NotValid,price quantititve quantititve the industry the market quantititve value capital relative price a relative industry price book capital exotic ,204264,173,costCentre_C,87,DXMOHE,MarketMaking,44,YSEVHV,EM CASH ALGO TRADING,UK,New York,9,APAC Structured,Cat5,5,Credit,3,Commodities,1,IB
861,NYYL,LoanIQ,US,HongKong,Open,Prod,MarketRisk,NA,Valid,Valid,industry industry book quantititve market the price capital internal mammoth outside price quantititve capital the relative quantititve book exotic ,295901,173,costCentre_C,87,DXMOHE,MarketMaking,44,YSEVHV,EM CASH ALGO TRADING,UK,New York,9,APAC Structured,Cat5,5,Credit,3,Commodities,1,IB
862,CIWG,SwapsWire,US,HongKong,Closed,Prod,MarketRisk,DailySellDown,Valid,Valid,,860960,173,costCentre_C,87,DXMOHE,MarketMaking,44,YSEVHV,EM CASH ALGO TRADING,UK,New York,9,APAC Structured,Cat5,5,Credit,3,Commodities,1,IB
863,PTZM,MySys,EMEA,London,Open,Prod,MarketRisk,Other,Valid,Valid,internal market book trading exotic value mammoth market market price for quantititve of ,819975,173,costCentre_C,87,DXMOHE,MarketMaking,44,YSEVHV,EM CASH ALGO TRADING,UK,New York,9,APAC Structured,Cat5,5,Credit,3,Commodities,1,IB
864,EDBL,ION,EMEA,HongKong,Open,Prod,CreditRisk,MonthlySellDown,Valid,Valid,exotic industry exotic a making outside making trading a capital outside relative market ,139037,173,costCentre_C,87,DXMOHE,MarketMaking,44,YSEVHV,EM CASH ALGO TRADING,UK,New York,9,APAC Structured,Cat5,5,Credit,3,Commodities,1,IB
865,KGVZ,MX,US,Tokyo,Open,Test,CreditRisk,DailySellDown,Valid,Valid,the book making price price quantititve making making mammoth ,255864,174,costCentre_B,87,DXMOHE,MarketMaking,44,YSEVHV,EM CASH ALGO TRADING,UK,New York,9,APAC Structured,Cat5,5,Credit,3,Commodities,1,IB
866,LOWB,MX,EMEA,NewYork,Open,Prod,MarketRisk,DailySellDown,Valid,Valid,,400990,174,costCentre_B,87,DXMOHE,MarketMaking,44,YSEVHV,EM CASH ALGO TRADING,UK,New York,9,APAC Structured,Cat5,5,Credit,3,Commodities,1,IB
867,XOVP,SwapsWire,APAC,Tokyo,Open,Prod,MarketRisk,DailySellDown,Valid,NotValid,making the capital quantititve of capital quantititve of book value a capital book internal for for value ,160856,174,costCentre_B,87,DXMOHE,MarketMaking,44,YSEVHV,EM CASH ALGO TRADING,UK,New York,9,APAC Structured,Cat5,5,Credit,3,Commodities,1,IB
868,QRZU,Calypso,EMEA,Tokyo,Open,Prod,CreditRisk,,Valid,Valid,the market industry the relative the a internal for making outside market relative ,832661,174,costCentre_B,87,DXMOHE,MarketMaking,44,YSEVHV,EM CASH ALGO TRADING,UK,New York,9,APAC Structured,Cat5,5,Credit,3,Commodities,1,IB
869,VCXD,Aladdin,EMEA,HongKong,Open,Prod,MarketRisk,Other,NotValid,NotValid,quantititve relative internal internal exotic market mammoth of quantititve capital relative trading the outside ,858897,174,costCentre_B,87,DXMOHE,MarketMaking,44,YSEVHV,EM CASH ALGO TRADING,UK,New York,9,APAC Structured,Cat5,5,Credit,3,Commodities,1,IB
870,NKSX,SwapsWire,US,HongKong,Open,Prod,MarketRisk,Other,NotValid,Valid,,364171,175,costCentre_C,88,FLNDNP,Misc,44,YSEVHV,EM CASH ALGO TRADING,UK,New York,9,APAC Structured,Cat5,5,Credit,3,Commodities,1,IB
871,SUMW,MX,APAC,HongKong,Open,Prod,CreditRisk,NA,Valid,Valid,of quantititve mammoth industry market value price value industry book a for making mammoth the of relative the ,326751,175,costCentre_C,88,FLNDNP,Misc,44,YSEVHV,EM CASH ALGO TRADING,UK,New York,9,APAC Structured,Cat5,5,Credit,3,Commodities,1,IB
872,HXVF,MX,US,Tokyo,Open,Prod,CreditRisk,DailySellDown,Valid,Valid,book market capital internal the capital mammoth relative market capital a market value capital making a outside ,794649,175,costCentre_C,88,FLNDNP,Misc,44,YSEVHV,EM CASH ALGO TRADING,UK,New York,9,APAC Structured,Cat5,5,Credit,3,Commodities,1,IB
873,WAUY,LoanIQ,EMEA,Tokyo,Open,Prod,MarketRisk,Other,Valid,Valid,,514116,175,costCentre_C,88,FLNDNP,Misc,44,YSEVHV,EM CASH ALGO TRADING,UK,New York,9,APAC Structured,Cat5,5,Credit,3,Commodities,1,IB
874,MELB,LoanIQ,US,London,Open,Test,CreditRisk,Other,Valid,Valid,industry outside capital value trading capital quantititve market making ,269056,175,costCentre_C,88,FLNDNP,Misc,44,YSEVHV,EM CASH ALGO TRADING,UK,New York,9,APAC Structured,Cat5,5,Credit,3,Commodities,1,IB
875,OCUR,MX,APAC,London,Open,Prod,MarketRisk,MonthlySellDown,Valid,Valid,book value of book for exotic of trading outside book trading exotic capital exotic a ,285918,176,costCentre_C,88,FLNDNP,Misc,44,YSEVHV,EM CASH ALGO TRADING,UK,New York,9,APAC Structured,Cat5,5,Credit,3,Commodities,1,IB
876,XWIX,Calypso,US,Tokyo,Open,Prod,MarketRisk,DailySellDown,Valid,Valid,,665890,176,costCentre_C,88,FLNDNP,Misc,44,YSEVHV,EM CASH ALGO TRADING,UK,New York,9,APAC Structured,Cat5,5,Credit,3,Commodities,1,IB
877,VBJD,BBG,US,London,Open,Prod,NA,NA,NotValid,Valid,for outside exotic capital ,892717,176,costCentre_C,88,FLNDNP,Misc,44,YSEVHV,EM CASH ALGO TRADING,UK,New York,9,APAC Structured,Cat5,5,Credit,3,Commodities,1,IB
878,BKAP,MX,US,NewYork,Open,Prod,MarketRisk,DailySellDown,Valid,Valid,quantititve book a quantititve market mammoth market for capital quantititve price ,894331,176,costCentre_C,88,FLNDNP,Misc,44,YSEVHV,EM CASH ALGO TRADING,UK,New York,9,APAC Structured,Cat5,5,Credit,3,Commodities,1,IB
879,RFRX,Calypso,EMEA,HongKong,Open,Prod,MarketRisk,NA,Valid,NotValid,a quantititve relative exotic of quantititve exotic value industry ,999062,176,costCentre_C,88,FLNDNP,Misc,44,YSEVHV,EM CASH ALGO TRADING,UK,New York,9,APAC Structured,Cat5,5,Credit,3,Commodities,1,IB
880,ZRYX,LoanIQ,US,HongKong,Open,Prod,MarketRisk,DailySellDown,Valid,Valid,,485207,177,costCentre_C,89,BAGAWG,MarketMaking,45,LHJIER,US FLOW MACRO HEDGING,UK,Hong Kong,9,APAC Structured,Cat5,5,Credit,3,Commodities,1,IB
881,MFTD,SwapsWire,US,London,Open,Prod,MarketRisk,DailySellDown,Valid,Valid,market outside internal value a industry price quantititve industry book book capital capital capital price ,277713,177,costCentre_C,89,BAGAWG,MarketMaking,45,LHJIER,US FLOW MACRO HEDGING,UK,Hong Kong,9,APAC Structured,Cat5,5,Credit,3,Commodities,1,IB
882,TMZO,ION,US,NewYork,Closed,Prod,MarketRisk,NA,NotValid,Valid,of for exotic exotic making exotic a market value a the exotic a ,848853,177,costCentre_C,89,BAGAWG,MarketMaking,45,LHJIER,US FLOW MACRO HEDGING,UK,Hong Kong,9,APAC Structured,Cat5,5,Credit,3,Commodities,1,IB
883,AEDN,Calypso,EMEA,London,Open,Prod,MarketRisk,MonthlySellDown,Valid,Valid,the value of of the capital book a exotic capital quantititve value for of outside market price quantititve ,284181,177,costCentre_C,89,BAGAWG,MarketMaking,45,LHJIER,US FLOW MACRO HEDGING,UK,Hong Kong,9,APAC Structured,Cat5,5,Credit,3,Commodities,1,IB
884,KFBB,SwapsWire,APAC,London,Open,Prod,CreditRisk,Other,Valid,NotValid,,411492,177,costCentre_C,89,BAGAWG,MarketMaking,45,LHJIER,US FLOW MACRO HEDGING,UK,Hong Kong,9,APAC Structured,Cat5,5,Credit,3,Commodities,1,IB
885,JKTO,MX,US,NewYork,Open,Test,MarketRisk,,Valid,Valid,exotic industry value the relative internal price internal capital relative ,769627,178,costCentre_B,89,BAGAWG,MarketMaking,45,LHJIER,US FLOW MACRO HEDGING,UK,Hong Kong,9,APAC Structured,Cat5,5,Credit,3,Commodities,1,IB
886,RNKU,Aladdin,APAC,NewYork,Open,Prod,NA,MonthlySellDown,Valid,Valid,value market quantititve a value trading making for making making of book price ,486653,178,costCentre_B,89,BAGAWG,MarketMaking,45,LHJIER,US FLOW MACRO HEDGING,UK,Hong Kong,9,APAC Structured,Cat5,5,Credit,3,Commodities,1,IB
887,QPWS,Calypso,EMEA,HongKong,Open,Prod,MarketRisk,MonthlySellDown,Valid,Valid,,200535,178,costCentre_B,89,BAGAWG,MarketMaking,45,LHJIER,US FLOW MACRO HEDGING,UK,Hong Kong,9,APAC Structured,Cat5,5,Credit,3,Commodities,1,IB
888,QXJJ,MX,US,HongKong,Closed,Prod,MarketRisk,,NotValid,Valid,quantititve making industry outside ,553935,178,costCentre_B,89,BAGAWG,MarketMaking,45,LHJIER,US FLOW MACRO HEDGING,UK,Hong Kong,9,APAC Structured,Cat5,5,Credit,3,Commodities,1,IB
889,BESS,Anvil,EMEA,Tokyo,Open,Prod,MarketRisk,MonthlySellDown,NotValid,Valid,,389204,178,costCentre_B,89,BAGAWG,MarketMaking,45,LHJIER,US FLOW MACRO HEDGING,UK,Hong Kong,9,APAC Structured,Cat5,5,Credit,3,Commodities,1,IB
890,YAQR,Aladdin,EMEA,NewYork,Open,Prod,MarketRisk,MonthlySellDown,Valid,Valid,,168888,179,costCentre_A,90,RQVADX,MarketMaking,45,LHJIER,US FLOW MACRO HEDGING,UK,Hong Kong,9,APAC Structured,Cat5,5,Credit,3,Commodities,1,IB
891,WBKF,Aladdin,EMEA,Tokyo,Open,Prod,MarketRisk,DailySellDown,Valid,NotValid,,697982,179,costCentre_A,90,RQVADX,MarketMaking,45,LHJIER,US FLOW MACRO HEDGING,UK,Hong Kong,9,APAC Structured,Cat5,5,Credit,3,Commodities,1,IB
892,QRVP,MX,APAC,London,Open,Prod,MarketRisk,Other,Valid,NotValid,value mammoth outside capital price value mammoth outside trading mammoth of for ,503933,179,costCentre_A,90,RQVADX,MarketMaking,45,LHJIER,US FLOW MACRO HEDGING,UK,Hong Kong,9,APAC Structured,Cat5,5,Credit,3,Commodities,1,IB
893,AHST,MX,APAC,Tokyo,Open,Prod,CreditRisk,,NotValid,Valid,book capital exotic value industry mammoth ,572915,179,costCentre_A,90,RQVADX,MarketMaking,45,LHJIER,US FLOW MACRO HEDGING,UK,Hong Kong,9,APAC Structured,Cat5,5,Credit,3,Commodities,1,IB
894,LNQE,MX,APAC,HongKong,Open,Prod,NA,Other,NotValid,Valid,for of for book a ,873464,179,costCentre_A,90,RQVADX,MarketMaking,45,LHJIER,US FLOW MACRO HEDGING,UK,Hong Kong,9,APAC Structured,Cat5,5,Credit,3,Commodities,1,IB
895,VDQW,ION,EMEA,Tokyo,Open,Prod,NA,Other,Valid,Valid,exotic trading price outside industry book exotic outside internal capital outside market relative trading value quantititve ,854180,180,costCentre_C,90,RQVADX,MarketMaking,45,LHJIER,US FLOW MACRO HEDGING,UK,Hong Kong,9,APAC Structured,Cat5,5,Credit,3,Commodities,1,IB
896,ESFN,Aladdin,EMEA,London,Open,Prod,MarketRisk,NA,Valid,Valid,,519701,180,costCentre_C,90,RQVADX,MarketMaking,45,LHJIER,US FLOW MACRO HEDGING,UK,Hong Kong,9,APAC Structured,Cat5,5,Credit,3,Commodities,1,IB
897,ESTD,MX,EMEA,London,Open,Prod,CreditRisk,NA,NotValid,Valid,price market relative industry mammoth outside trading ,985776,180,costCentre_C,90,RQVADX,MarketMaking,45,LHJIER,US FLOW MACRO HEDGING,UK,Hong Kong,9,APAC Structured,Cat5,5,Credit,3,Commodities,1,IB
898,GAJY,Calypso,US,Tokyo,Closed,Prod,NA,NA,NotValid,NotValid,,334635,180,costCentre_C,90,RQVADX,MarketMaking,45,LHJIER,US FLOW MACRO HEDGING,UK,Hong Kong,9,APAC Structured,Cat5,5,Credit,3,Commodities,1,IB
899,CHQB,LoanIQ,APAC,NewYork,Open,Prod,MarketRisk,NA,Valid,Valid,for making relative market book relative outside price mammoth the trading price ,924318,180,costCentre_C,90,RQVADX,MarketMaking,45,LHJIER,US FLOW MACRO HEDGING,UK,Hong Kong,9,APAC Structured,Cat5,5,Credit,3,Commodities,1,IB
900,WUVK,MySys,US,NewYork,Open,Test,CreditRisk,DailySellDown,Valid,Valid,outside a book capital quantititve industry capital quantititve exotic exotic ,690655,181,costCentre_C,91,HQHQVM,Misc,46,MTAIOS,SCANDI EXOTIC EQUITY STRATEGIC,AUS,London,10,APAC Structured,Cat2,5,Credit,3,Commodities,1,IB
901,LJPL,SwapsWire,EMEA,London,Open,Prod,MarketRisk,Other,Valid,Valid,,570733,181,costCentre_C,91,HQHQVM,Misc,46,MTAIOS,SCANDI EXOTIC EQUITY STRATEGIC,AUS,London,10,APAC Structured,Cat2,5,Credit,3,Commodities,1,IB
902,UQSE,BBG,EMEA,Tokyo,Open,Test,MarketRisk,Other,Valid,NotValid,capital mammoth capital outside exotic making book exotic trading exotic making ,344540,181,costCentre_C,91,HQHQVM,Misc,46,MTAIOS,SCANDI EXOTIC EQUITY STRATEGIC,AUS,London,10,APAC Structured,Cat2,5,Credit,3,Commodities,1,IB
903,SKUK,MySys,EMEA,London,Open,Prod,NA,MonthlySellDown,Valid,Valid,market market relative relative of value capital making internal quantititve ,876706,181,costCentre_C,91,HQHQVM,Misc,46,MTAIOS,SCANDI EXOTIC EQUITY STRATEGIC,AUS,London,10,APAC Structured,Cat2,5,Credit,3,Commodities,1,IB
904,YSLA,MX,EMEA,NewYork,Closed,NonProd,CreditRisk,DailySellDown,Valid,Valid,outside the trading of book industry relative exotic price exotic a a outside price for ,699472,181,costCentre_C,91,HQHQVM,Misc,46,MTAIOS,SCANDI EXOTIC EQUITY STRATEGIC,AUS,London,10,APAC Structured,Cat2,5,Credit,3,Commodities,1,IB
905,VPXC,Aladdin,EMEA,Tokyo,Open,Prod,MarketRisk,NA,NotValid,Valid,,111858,182,costCentre_C,91,HQHQVM,Misc,46,MTAIOS,SCANDI EXOTIC EQUITY STRATEGIC,AUS,London,10,APAC Structured,Cat2,5,Credit,3,Commodities,1,IB
906,KYWA,Calypso,EMEA,HongKong,Open,Prod,MarketRisk,MonthlySellDown,Valid,NotValid,,998580,182,costCentre_C,91,HQHQVM,Misc,46,MTAIOS,SCANDI EXOTIC EQUITY STRATEGIC,AUS,London,10,APAC Structured,Cat2,5,Credit,3,Commodities,1,IB
907,GQYP,Calypso,US,HongKong,Open,Test,MarketRisk,MonthlySellDown,NotValid,NotValid,,727577,182,costCentre_C,91,HQHQVM,Misc,46,MTAIOS,SCANDI EXOTIC EQUITY STRATEGIC,AUS,London,10,APAC Structured,Cat2,5,Credit,3,Commodities,1,IB
908,AVWE,Aladdin,APAC,HongKong,Closed,Prod,CreditRisk,,Valid,Valid,a making value exotic price relative of value industry making the price of making price exotic trading trading mammoth industry ,939282,182,costCentre_C,91,HQHQVM,Misc,46,MTAIOS,SCANDI EXOTIC EQUITY STRATEGIC,AUS,London,10,APAC Structured,Cat2,5,Credit,3,Commodities,1,IB
909,YIZR,ION,EMEA,London,Open,Prod,CreditRisk,Other,Valid,Valid,book for internal outside trading of capital industry exotic outside value making relative value ,909223,182,costCentre_C,91,HQHQVM,Misc,46,MTAIOS,SCANDI EXOTIC EQUITY STRATEGIC,AUS,London,10,APAC Structured,Cat2,5,Credit,3,Commodities,1,IB
